,song_id,mbtag,song
1805,SOPMFLZ12A6D4F9D3A,american classical easy listening easy listening soundtracks and musicals gospel operatic pop pop vocal ,Mai [Live]-Josh Groban
1806,SOULIKU12A58A78CE2,american classical easy listening easy listening soundtracks and musicals gospel operatic pop pop vocal ,February Song [Live]-Josh Groban
1807,SOKMZQL12A58A76B19,american classical easy listening easy listening soundtracks and musicals gospel operatic pop pop vocal ,Believe (Album Version)-Josh Groban
1808,SOIUUCE12A6D4F7E2B,american classical easy listening easy listening soundtracks and musicals gospel operatic pop pop vocal ,Lullaby [With Ladysmith Black Mambazo] (Album Version)-Josh Groban
1809,SOZDRYB12AB0188108,american amherst massachusetts ,Mindless-Steve Porter
1810,SOJPYPL12A58A7A601,blues ,Teasin' Brown-North Mississippi Allstars
1811,SOZDQHO12AB018512F,blues ,2StepN-North Mississippi Allstars
1812,SOZKYCJ12A6D4F480A,british english uk ,Thank You-Jimmy Page / Robert Plant
1813,SOYUULR12AF72AB86D,british english uk ,Livin' Lovin' Wreck-Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes
1814,SODCZXW12A6D4F97F5,british english uk ,Hummingbird-Jimmy Page
1815,SOCHBZX12A8C141F2B,british english uk ,Wailing Sounds-Jimmy Page
1816,SOLHSSM12A6D4F97F4,british english uk ,Liquid Mercury-Jimmy Page
1817,SOSIJPA12A6D4F97F2,british english uk ,Writes Of Winter-Jimmy Page
1818,SOKEDWE12A6D4F9592,alternative rock american blues rock hard rock indie rock rock rock and indie ,Broken Boy Soldier (KCRW Version)-The Raconteurs
1819,SODDBMC12A8C142729,greek ,Den Thelo Tipota-Natassa Theodoridou
1820,SOTFFCM12A8C140BC2,greek ,Endeka Para-Natassa Theodoridou
1821,SOKTBLO12A8C13F309,greek ,Den S'Adiko-Natassa Theodoridou
1822,SOQZNYW12A8C1411B3,greek ,Sou Vazo Diskola-Natassa Theodoridou
1823,SOWBFRD12AB017EA35,classic pop and rock ,Love Lights-The Sonics
1824,SOHNTCE12A3F1E997C,classic pop and rock ,Tall Cool One-The Sonics
1825,SOXXPIC12AB017EA44,classic pop and rock ,Near My Soul-The Sonics
1826,SOVEIDU12AC9097A10,classic pop and rock ,On The Road Again-The Sonics
1827,SOEAVHU12AC468F2E3,classic pop and rock ,Brown Eyed Girl-The Sonics_ Charlie & The Tunas
1828,SORCKJU12A67021859,band hip hop rnb and dance hall hip-hop rock ,Don't Worry About It (Edited)-N.E.R.D.
1829,SOCSZBL12CF530E5B0,band hip hop rnb and dance hall hip-hop rock ,Intro / Time For Some Action-N.E.R.D.
1830,SOXLBTX12A8C13CDF9,american américain heavy metal metal usa ,Heaven's Hung In Black (Reprise)-W.A.S.P.
1831,SOKVNIC12A58A7B805,american américain heavy metal metal usa ,When The Levee Breaks-W.A.S.P.
1832,SOJCVRV12AF729F1B6,american américain heavy metal metal usa ,Phantoms In The Mirror-W.A.S.P.
1833,SOOCYBE12A58A7928D,classic pop and rock ,Rescue Me-Fontella Bass
1834,SOWKNGW12A6D4F78BD,classic pop and rock ,You've Lost That Lovin' Feelin'-Fontella Bass
1835,SOQBJNU12A6701DFF5,classic pop and rock ,I Can't Rest-Fontella Bass
1836,SORZCIC12A6310ECC9,american dance-pop new wave no doubt pop pop and chart pop rap pop rock rnb rock ska punk united states ,What You Waiting For?-Gwen Stefani
1837,SORRZGD12A6310DBC3,american dance-pop new wave no doubt pop pop and chart pop rap pop rock rnb rock ska punk united states ,Harajuku Girls-Gwen Stefani
1838,SOXPWVH12A8C13B68E,american dance-pop new wave no doubt pop pop and chart pop rap pop rock rnb rock ska punk united states ,4 In The Morning-Gwen Stefani
1839,SOQKEIO12A8C135319,british classic pop and rock england english london punk punk rock rock uk ,Life Is Wild-The Clash
1840,SOCUBIC12A8AE45AF0,british classic pop and rock england english london punk punk rock rock uk ,Lose This Skin-The Clash
1841,SOUTRYP12A8AE46BC6,british classic pop and rock england english london punk punk rock rock uk ,Inoculated City-The Clash
1842,SOCGIWH12A8AE4704F,british classic pop and rock england english london punk punk rock rock uk ,Death Or Glory-The Clash
1843,SOXPJYV12A8C146554,british classic pop and rock england english london punk punk rock rock uk ,I'm So Bored With The U.S.A.-The Clash
1844,SOTTFNT12A8C14333D,british english uk ,O Mein Papa-Eddie Calvert
1845,SOBBXLX12A58A79DDA,british english uk ,Erica (2005 Digital Remaster)-Eddie Calvert
1846,SONHNAC12A8C13A15A,british english uk ,Tenderly-Eddie Calvert
1847,SOVKTCY12A6310E1CC,rock and indie ,Everybody Loves You-Helmet
1848,SOIPZYI12A8C139CD9,rock and indie ,Street Crab-Helmet
1849,SOCHGAQ12AF72A2EF9,rock and indie ,Your Head-Helmet
1850,SOQMDJS12A8C138341,rock and indie ,Tic-Helmet
1851,SOJMQQX12AB0185046,rock and indie ,Give It-Helmet
1852,SOJYWZM12A8C13D52A,canada soomaaliya ,Is It A Myth?-K'Naan
1853,SOCBUYU12A8C13D518,canada soomaaliya ,Smile-K'Naan
1854,SOXIVDK12AB018BAF4,country ,Riot In Cell Block N.9-Commander Cody And His Lost Planet Airman
1855,SOPBCHO12A8AE4808C,country ,Hawaii Blues (Album Version)-Commander Cody And His Lost Planet Airmen
1856,SOPILLC12A81C1FA01,country ,Crying Time-Commander Cody And His Lost Planet Airmen
1857,SOZPJMN12A81C1FA0D,country ,Riot In Cell Block #9-Commander Cody And His Lost Planet Airmen
1858,SORZJUY12AB018BFB9,country ,Sister Sue-Commander Cody & His Lost Planet Airmen
1859,SOWRHSP12A58A77A73,country ,Too Much Fun-Commander Cody And His Lost Planet Airmen
1860,SONDXDP12A6D4F866C,country ,Cajun Baby (LP Version)-Commander Cody And His Lost Planet Airmen
1861,SOCKBSD12AB0188C72,california california punk classic hardcore punk classic punk hardcore punk hermosa beach punk rock and indie usa ,Room 13-Black Flag
1862,SOGJYZW12A8C134DBD,california california punk classic hardcore punk classic punk hardcore punk hermosa beach punk rock and indie usa ,Crass Commercialism-Black Flag
1863,SOJGTKX12AB0188C94,california california punk classic hardcore punk classic punk hardcore punk hermosa beach punk rock and indie usa ,Jealous Again-Black Flag
1864,SOMTRKO12A8C134D55,california california punk classic hardcore punk classic punk hardcore punk hermosa beach punk rock and indie usa ,Police Story-Black Flag
1865,SOOFHUH12A8C1340A5,california california punk classic hardcore punk classic punk hardcore punk hermosa beach punk rock and indie usa ,Out Of This World-Black Flag
1866,SOHNZKO12AB0182300,production music ,Silent Movies (Album Version)-Grant Geissman
1867,SOLBHCO12AB018769A,production music ,Big Stax/High Volts (Album Version)-Grant Geissman
1868,SOAKUXB12AB018230A,production music ,Chaco (Album Version)-Grant Geissman
1869,SOIGKCB12A6310F113,alternative rock britannique british english parlophone piano pop piano rock pop rock rock rock and indie uk united kingdom ,A Rush Of Blood To The Head (Live In Sydney)-Coldplay
1870,SOUCKDH12A8C138FF5,alternative rock britannique british english parlophone piano pop piano rock pop rock rock rock and indie uk united kingdom ,Don't Panic-Coldplay
1871,SOSHUVD12A6701F8F9,alternative rock britannique british english parlophone piano pop piano rock pop rock rock rock and indie uk united kingdom ,Speed Of Sound (Live)-Coldplay
1872,SOEHTZE12A6310F0F2,alternative rock britannique british english parlophone piano pop piano rock pop rock rock rock and indie uk united kingdom ,One I Love-Coldplay
1873,SOPMAEU12A67AE0C81,alternative rock britannique british english parlophone piano pop piano rock pop rock rock rock and indie uk united kingdom ,The World Turned Upside Down-Coldplay
1874,SOPTYJX12A6701CDC6,alternative rock britannique british english parlophone piano pop piano rock pop rock rock rock and indie uk united kingdom ,Things I Don't Understand-Coldplay
1875,SOUVJAU12A58A7A14B,british england english london punk punk rock rock uk ,Decide-Chelsea
1876,SORCKNW12A8C142B3F,british england english london punk punk rock rock uk ,Right To Work-Chelsea
1877,SOVMPHV12AB01828B1,british england english london punk punk rock rock uk ,Right to Work (Live)-Chelsea
1878,SONZWRE12AB018B938,american ,Manila-Martin Denny
1879,SOPJBVD12AB018AACC,american ,Burma Train Change-Martin Denny
1880,SOTTYPP12AB017AC2D,american hip hop rnb and dance hall neo soul pianist rnb singer soul united states ,Heartburn-Alicia Keys
1881,SOKOTBW12AB018CE2D,american hip hop rnb and dance hall neo soul pianist rnb singer soul united states ,Wait Til You See My Smile-Alicia Keys
1882,SONTFNG12A8C13FF69,american hip hop rnb and dance hall neo soul pianist rnb singer soul united states ,If I Ain't Got You-Alicia Keys
1883,SOXQVZC12A8C13C5D9,american hip hop rnb and dance hall neo soul pianist rnb singer soul united states ,If I Was Your Woman-Alicia Keys
1884,SODHTCY12A58A7F125,american hip hop rnb and dance hall neo soul pianist rnb singer soul united states ,Karma-Alicia Keys
1885,SOHAHVO12AB017D096,britannique british electropop english pop pop and chart uk united kingdom ,LDN (Warbox Original Cut Dub)-Lily Allen
1886,SOFJNQR12A6D4FAE92,britannique british electropop english pop pop and chart uk united kingdom ,U Killed It-Lily Allen
1887,SOFJNFW12AB0181B90,britannique british electropop english pop pop and chart uk united kingdom ,22 (Vingt Deux) (Feat. Ours)-Lily Allen Featuring Ours
1888,SOXQPRR12AB018091F,britannique british electropop english pop pop and chart uk united kingdom ,22 (Acoustic)-Lily Allen
1889,SOHIHSR12AB0184E8F,britannique british electropop english pop pop and chart uk united kingdom ,Everyone's At It-Lily Allen
1890,SODMTUR12A8C13C8A4,classic pop and rock ,Woodcarver-Glen Campbell
1891,SOQGFVO12A8C13C8C3,classic pop and rock ,I'm Gone This Time-Glen Campbell
1892,SOWWTHH12A81C237FE,classic pop and rock ,After The Glitter Fades (LP Version)-Glen Campbell
1893,SOGSQEE12AC4687265,american ,New Shoes-Dottie Rambo_ The Whites
1894,SODSLRA12A8C13BDD3,hip hop rnb and dance hall ,Sun Shower (Single Version)-Busdriver
1895,SORRETW12A58A7A840,hip hop rnb and dance hall ,Map Your Psyche-Busdriver featuring Abstract Rude & Ellay Khule
1896,SOCQWKZ12A8C13CE4C,hip hop rnb and dance hall ,(Bloody Paw On The) Kill Floor-Busdriver
1897,SODPYOG12A8C136332,hip hop rnb and dance hall ,Ellen Disingenuous-Busdriver
1898,SOGVOOU12A8AE4643A,hip hop rnb and dance hall ,Sun Shower - Cadence Weapon Remix (Cd)-Busdriver
1899,SOEENRO12AB01859DF,hip hop rnb and dance hall ,Unsafe Sextet/Gilded Hearts of Booklovers-Busdriver
1900,SOGWPDK12A81C2242F,hip hop rnb and dance hall ,Unemployed Black Astronaut-Busdriver
1901,SOGAMCD12AB01803F7,hip hop rnb and dance hall ,Beauty Supply And Demand-Busdriver
1902,SOWQIEL12A6D4FA13E,classic pop and rock folk ,Sweet Harmony (LP Version)-Maria Muldaur
1903,SOUTSZU12AB0185C96,classic pop and rock folk ,It Feels Like Rain-Maria Muldaur
1904,SOEIYJP12A8C143639,classic pop and rock folk ,It Ain't The Meat It's The Motion (LP Version)-Maria Muldaur
1905,SOVZDMI12AB0188DA6,classic pop and rock folk ,It Ain't The Meat It's The Motion-Maria Muldaur
1906,SOKXOSS12AB0183A6D,hip hop rnb and dance hall ,Life Of A Star-MIMS
1907,SOFNQWZ12A6BD53D1D,hip hop rnb and dance hall ,Cop It-MIMS
1908,SOMHOLR12A6D4FBE6A,hip hop rnb and dance hall ,This Is Why I'm Hot (The Original) (Single Version) (Edited)-MIMS
1909,SOHVIKX12A58A7D0ED,hip hop rnb and dance hall ,Be My Hustla (Explicit) (Feat. J. Holiday)-MIMS Featuring J. Holiday
1910,SOMNEPJ12CF5465172,british dance and electronica english uk ,Ready For The Floor (Radio Edit)-Hot Chip
1911,SOKXZEJ12AC3DF5E1E,british dance and electronica english uk ,Ass Attack (Four Tet Remix)-Hot Chip
1912,SOEOKDW12A8AE45B27,british dance and electronica english uk ,No-Hot Chip
1913,SOFKTPP12A8C1385CA,british dance and electronica english uk ,Hold On-Hot Chip
1914,SOJRFYT12A6D4F9972,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,I Cannot Believe It's True-Phil Collins
1915,SOZKFHV12A6D4F996F,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,I'm Not Moving-Phil Collins
1916,SOXHMJM12A58A7A33A,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,Dance Into The Light (LP Version)-Phil Collins
1917,SOBJUKG12A58A7DCA8,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,Two Hearts-Phil Collins
1918,SOPXSEX12A670204A0,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,That's What You Said  (LP Version)-Phil Collins
1919,SOFMMKA12A58A7CBF5,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,Welcome-Phil Collins
1920,SOILEMF12CF530E512,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,You Can't Hurry Love  (LP Version)-Phil Collins
1921,SOBPTED12A6D4F99C7,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,You Can't Hurry Love (Live)-Phil Collins
1922,SOBXWUS12A58A7DF5C,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,Please Come Out Tonight-Phil Collins
1923,SOYHHHT12A6D4F7F97,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,One More Night-Phil Collins
1924,SOFSRCP12CF5CFD696,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,Testify-Phil Collins
1925,SOXFQVY12A58A7B456,adult contemporary british classic pop and rock english jazz pop pop rock progressive rock rock soft rock uk ,Everyday-Phil Collins
1926,SOEAUZI12AC907268A,norwegian ,Where To Piss And Shit In Oslo-Black Debbath
1927,SOPAQJH12AB018BAFC,norwegian ,Grønn Dame_ Rød Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein)-Black Debbath
1928,SOPOJSW12AC468C5D5,norwegian ,Ville Eyolf-Black Debbath
1929,SOAXXOK12AC9072660,norwegian ,Tredveårsfurua På Askøy-Black Debbath
1930,SOAIEFA12AC9097225,norwegian ,The Four Big Ones (Essential Authors And Works)-Black Debbath
1931,SOGORRZ12AB0183975,british english madchester rock and indie uk ,Kinky Afro [Remastered Version]-Happy Mondays
1932,SOAAQAB12A8AE4769F,british english madchester rock and indie uk ,"Wrote For Luck (12"" - Remastered version)-Happy Mondays"
1933,SOKQGOQ12A8C13931A,british english madchester rock and indie uk ,Grandbag's Funeral-Happy Mondays
1934,SOYFDYC12A6D4F921D,british english madchester rock and indie uk ,Olive Oil-Happy Mondays
1935,SOCVXPM12AB0184AC4,british english madchester rock and indie uk ,Hallelujah [Club Mix - Remastered version]-Happy Mondays
1936,SOZEPNS12A8AE4766D,british english madchester rock and indie uk ,Performance (Remastered)-Happy Mondays
1937,SOTLXEX12A6D4F96EA,christian rock ,Out Of The Danger Zone (Degarmo And Key Album Version)-DeGarmo & Key
1938,SOXCKCV12A6D4F8F1F,christian rock ,He Has Risen (Communication Album Version)-DeGarmo & Key
1939,SOCTARC12A8C134D12,christian rock ,Don't Stop The Music (Streetlight Album Version)-DeGarmo & Key
1940,SOODQEF12A58A7AF5F,christian rock ,Destined To Win-DeGarmo & Key
1941,SOGMSIS12A58A7C45D,christian rock ,Jericho  (Straight On Album Version)-DeGarmo & Key
1942,SORYXHP12A8BEE954B,cleveland punk usa ,Frustration-Rocket From The Tombs
1943,SOAXXGJ12AB0181D28,french ,Elle Voulait Jouer Cabaret-Patricia Kaas
1944,SODUMTY12A8C131295,hip hop rnb and dance hall hip-hop new york rap us ,Where Ya Heart At-Mobb Deep
1945,SONGITI12AF72A2AF5,hip hop rnb and dance hall hip-hop new york rap us ,(The Grave Prelude)-Mobb Deep
1946,SOVFRDB12AB017FF3A,hip hop rnb and dance hall hip-hop new york rap us ,Got It Twisted-Mobb Deep
1947,SOMFYIV12A58A7F0B5,hip hop rnb and dance hall hip-hop new york rap us ,Hell On Earth (Front Lines)-Mobb Deep
1948,SOCJAYM12A8C138772,hip hop rnb and dance hall hip-hop new york rap us ,Up North Trip-Mobb Deep
1949,SODTYAJ12A8C137FDC,hip hop rnb and dance hall hip-hop new york rap us ,Dump-Mobb Deep featuring Nate Dogg
1950,SOPKIWR12AF72AAB2F,american easy listening soundtracks and musicals jazz jazz-funk pop pop rock rock swing ,Here Comes The Big Parade-Harry Connick_ Jr.
1951,SOQDVVL12A8C134181,american easy listening soundtracks and musicals jazz jazz-funk pop pop rock rock swing ,Joe Avery's Piece-Harry Connick_ Jr
1952,SOVFUCQ12AB0185388,hip hop rnb and dance hall ,Intro-Styles P
1953,SOJHOTE12AB018B253,hip hop rnb and dance hall ,Shadows-Styles P & The Evil Genius DJ Green Lantern
1954,SOZLSQF12AB01852C1,hip hop rnb and dance hall ,Styles P Speaks (Interlude)-Styles P
1955,SOEOSKZ12AC392B55B,hip hop rnb and dance hall ,Back On My New S*** (feat. Tre Williams)-Styles P
1956,SOIPEHH12AB0189DFC,african malian world ,Tenhert-Tinariwen
1957,SOCSAVL12A6D4FAC37,african malian world ,Assouf-Tinariwen
1958,SOBIIYZ12A8C13ED05,african malian world ,Chatma-Tinariwen
1959,SOIPJHI12A6D4F58C4,production music ,Sorry Feat. Rafaqat Ali Khan-Rishi Rich
1960,SOSUVKW12A6D4F58BE,production music ,Come Here Feat. Jay Sean-Rishi Rich
1961,SOTTGWB12A6D4F58C6,production music ,Jaan - Interlude-Rishi Rich
1962,SOKPTNB12A8151DFF5,alternative british experimental indie indie rock rock ,What's Your Damage?-Test Icicles
1963,SOLEYPL12A6D4F83CE,alternative british experimental indie indie rock rock ,Snowball-Test Icicles
1964,SOVGSQX12A81C22AA5,american pop ,Baby's First Christmas-Connie Francis
1965,SOWCQMT12A6D4FC2BD,american pop ,Embraceable You (LP Version from 'When The Boys Meet The Girls')-Connie Francis
1966,SOCOMAW12AB017EE59,american pop ,You Were Only Fooling-Connie Francis
1967,SOSOKDL12AF729F196,british classic pop and rock english folk my sweet lord pop rock uk united kingdom ,Baltimore Oriole (2004 Digital Remaster)-George Harrison
1968,SODQWRC12A8C13D19B,british classic pop and rock english folk my sweet lord pop rock uk united kingdom ,Hear Me Lord (2001 Digital Remaster)-George Harrison
1969,SOFCCPN12A8C1435FE,british classic pop and rock english folk my sweet lord pop rock uk united kingdom ,All Things Must Pass (2009 Digital Remaster)-George Harrison
1970,SOJDROX12A58A7E969,alternative british classic pop and rock england english new wave post-punk rock uk ,Man In A Suitcase-The Police
1971,SOAVAUP12AB0181301,alternative british classic pop and rock england english new wave post-punk rock uk ,King Of Pain-The Police
1972,SOSHODS12A6D4F79BC,alternative british classic pop and rock england english new wave post-punk rock uk ,When The World Is Running Down_ You Make The Best Of What's Still Around-The Police
1973,SOIAUJN12A6D4F79BE,alternative british classic pop and rock england english new wave post-punk rock uk ,Voices Inside My Head-The Police
1974,SOCHSZG12A6D4F7CD7,alternative british classic pop and rock england english new wave post-punk rock uk ,So Lonely-The Police
1975,SOGMROZ12A679D8AE9,alternative british classic pop and rock england english new wave post-punk rock uk ,Wrapped Around Your Finger-The Police
1976,SOMWKPQ12A679D8AEA,alternative british classic pop and rock england english new wave post-punk rock uk ,De Do Do Do_ De Da Da Da-The Police
1977,SOKHLSU12A58A7EDF0,folk ,Just A Glance Away-Sam Baker
1978,SOEFFEN12A8C1414E0,folk ,I Can't Break Away-Sam Baker
1979,SOTSEIR12A8C141BA6,folk ,I Can't Stand It-Sam Baker
1980,SOAQLNO12A8C136D80,american classic pop and rock garage rock glam rock hard rock protopunk punk rock rock shock rock usa ,Lust for life (recorded during the us tour in 1986)-Iggy Pop
1981,SOTPQIM12A6D4F91BC,american classic pop and rock garage rock glam rock hard rock protopunk punk rock rock shock rock usa ,Main Street Eyes-Iggy Pop
1982,SONBWVW12AB0186FFB,american classic pop and rock garage rock glam rock hard rock protopunk punk rock rock shock rock usa ,5 Foot 1-Iggy Pop
1983,SONTMSY12AB017B6E1,american américain classic pop and rock folk heartland rock rock usa ,Rosalita (Come Out Tonight)-Bruce Springsteen
1984,SOYIXMY12AF72A0734,american américain classic pop and rock folk heartland rock rock usa ,Working On The Highway-Bruce Springsteen
1985,SOIZTET12AB017EEBF,american bossa nova brazilian brazilian jazz jazz latin jazz swing ,How Insensitive-Charlie Byrd
1986,SOIRSKB12A8C13365C,american bossa nova brazilian brazilian jazz jazz latin jazz swing ,It Don't Mean A Thing (If It Ain't Got That Swing)-Charlie Byrd
1987,SOZFFKS12A8C13886B,american bossa nova brazilian brazilian jazz jazz latin jazz swing ,Chim Chim Cheree-Charlie Byrd
1988,SOEYFIJ12A8C13E773,american bossa nova brazilian brazilian jazz jazz latin jazz swing ,Choro II-Charlie Byrd / Laurindo Almeida
1989,SOQBRHU12A8C13BCA0,american bossa nova brazilian brazilian jazz jazz latin jazz swing ,Sarambeque-Charlie Byrd / Carlos Barbosa-Lima / Carlos Barbosa-Lima
1990,SOYUAZX12A8C144E42,american bossa nova brazilian brazilian jazz jazz latin jazz swing ,Speak Low-Charlie Byrd
1991,SOWGZFG12A8151AF41,acoustic american folk pop and chart rock soft rock surf ,Monsoon-Jack Johnson
1992,SOGCDYR12AC961854A,acoustic american folk pop and chart rock soft rock surf ,You And Your Heart-Jack Johnson
1993,SOOQPIK12A6701F1C5,acoustic american folk pop and chart rock soft rock surf ,Fortunate Fool-Jack Johnson
1994,SOONWRV12A8C138371,acoustic american folk pop and chart rock soft rock surf ,Fall Line-Jack Johnson and Friends / Matt Costa
1995,SOODZRY12A6D4F81A0,acoustic american folk pop and chart rock soft rock surf ,It's All Understood-Jack Johnson
1996,SONBEKD12AB01894DC,acoustic american folk pop and chart rock soft rock surf ,Times Like These [Live From Red Rocks]-Jack Johnson
1997,SONJNMA12A6701DFDE,acoustic american folk pop and chart rock soft rock surf ,Inaudible Melodies-Jack Johnson
1998,SOPZHFK12A8C135493,acoustic american folk pop and chart rock soft rock surf ,Adrift-Jack Johnson
1999,SOJLDJL12A81C238A0,rock and indie ,Deep Inside-Converge
2000,SOWWYSD12A8C13BD9B,rock and indie ,To the Lions-Converge
2001,SOWJRTX12AB0183C28,rock and indie ,Locust Reign (Live in California)-Converge
2002,SOKQFBG12AB0181409,rock and indie ,Dark Horse-Converge
2003,SONHGXE12A67ADE77C,finnish ,Terve menoo jätkänretale-Irwin Goodman
2004,SOSEOFA12A8C13E2BD,finnish ,Kopla ja kummisetä-Irwin Goodman
2005,SOJYPYH12A8C13D69F,finnish ,Liverpoolin pokia-Irwin Goodman
2006,SOFPCDE12A67ADF4F5,finnish ,Raha ratkaisee-Irwin Goodman
2007,SOREPXL12A67ADE7DA,finnish ,Onni-Irwin Goodman
2008,SONSBJS12A67ADE7EC,finnish ,Yhteinen koti-Irwin Goodman
2009,SOFICXV12A6D4F84D5,hip hop rock and indie ,What You Want-LL Cool J / Freeway
2010,SOBQRZJ12A6310E1F8,hip hop rock and indie ,Headsprung-LL Cool J
2011,SOASCHQ12A6D4F9091,hip hop rock and indie ,Hello-LL Cool J / Amil
2012,SOKRSWC12AB017D0E2,england london punk rock uk ,Suckin' On Suzie-The Hollywood Brats
2013,SOZMKQQ12A8C142021,england london punk rock uk ,Empty Bottles-The Hollywood Brats
2014,SOQNLMA12A8C1414FC,alternative rock american américain heartland rock rock and indie united states usa ,When You Were Young-The Killers
2015,SOGOQGE12AB0182907,alternative rock american américain heartland rock rock and indie united states usa ,Spaceman-The Killers
2016,SOZFRGA12A58A7B247,alternative rock american américain heartland rock rock and indie united states usa ,Children Of The Revolution-Killers
2017,SOQFWBE12A8C1316AF,alternative rock american américain heartland rock rock and indie united states usa ,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix)-The Killers
2018,SOSNQQX12AF729C44C,alternative rock american américain heartland rock rock and indie united states usa ,Show You How-The Killers
2019,SOTEFFR12A8C144765,alternative rock american américain heartland rock rock and indie united states usa ,A Dustland Fairytale-The Killers
2020,SORGIYZ12AAF3B3528,alternative rock american américain heartland rock rock and indie united states usa ,A White Demon Love Song (Soundtrack Album Version)-The Killers
2021,SOHZPTV12AC4686D44,classic pop and rock ,I Love You More Than You'll Ever Know-Mick Hucknall
2022,SOPEKHR12A6D4FB338,belgian dance and electronica european italian ,Thrill Me (Atfc's Jackhammer Re-Rub)-Junior Jack
2023,SOINJPD12A6D4F8726,belgian dance and electronica european italian ,E Samba (Accapella)-Junior Jack
2024,SOLJCRC12AB01806CF,hip hop rnb and dance hall ,Controlando El Area-Daddy Yankee / Bounty Killer
2025,SOIKPOX12A58A7BA0B,hip hop rnb and dance hall ,A Lo Clasico-Daddy Yankee
2026,SONRULN12A8C1404A0,hip hop rnb and dance hall ,Baila Girl_ Todo Hombre Llorando Por Ti-Daddy Yankee
2027,SOKTJKI12A8C143254,hip hop rnb and dance hall ,Llamado De Emergencia-Daddy Yankee
2028,SOCSXZF12AC468D3E3,hip hop rnb and dance hall ,Descontrol-Daddy Yankee
2029,SOXWGYN12A6702067A,hip hop rnb and dance hall ,Que Vas A Hacer?-Daddy Yankee / May-Be
2030,SOCIBOU12AB0183541,chinese hong kong mandarin ,Xi Yang Wu Xian Hao-Eason Chan
2031,SOOHHOU12AB018157C,chinese hong kong mandarin ,Xiang Zai Le Huo-Eason Chan
2032,SOCGBAY12AB017C78E,chinese hong kong mandarin ,Been Sick Lung-Eason Chan
2033,SOPVFIS12AB01815BD,chinese hong kong mandarin ,Ren Lai Ren Wang-Eason Chan
2034,SOKXPCX12AB0181594,chinese hong kong mandarin ,Fang Bu Sheng Fang-Eason Chan
2035,SOEIQUY12AF72A086A,progressive rock ,Eriatarka-The Mars Volta
2036,SOQVXCF12AF72A419B,progressive rock ,Take The Veil Cerpin Taxt-The Mars Volta
2037,SOGAALD12A6D4F58F2,progressive rock ,Caviglia-The Mars Volta
2038,SOFDYGC12A6D4F9059,progressive rock ,Inertiatic Esp-The Mars Volta
2039,SOHVQUV12A8C131A69,european german ,02'-15'-Karlheinz Stockhausen
2040,SOHZTFU12A8C144690,latvian ,We'll Learn-Kuba
2041,SORCJFO12A6BD54EBD,latvian ,Geh-Kuba
2042,SOGUVEM12A58A7E90C,punk usa ,Sometimes I-Plasmatics
2043,SOXDXMS12A8AE454DD,punk usa ,Lightning Breaks-Plasmatics
2044,SOSZHGZ12A8C13B75E,punk usa ,Dream Lover-Plasmatics
2045,SOKHOUY12A8C1358E0,punk usa ,Summer Nite-The Plasmatics
2046,SOKPHRH12A8C13C0FC,punk usa ,The White's Bedroom - Fire Escape-The Plasmatics
2047,SOLVLUY12A58A7BD24,country ,I've Got A Thing About You Baby (Album Version)-Tony Joe White
2048,SORXUZZ12A8AE4798A,country ,I Want Love (Tween You & Me) (Album Version)-Tony Joe White
2049,SOGXGUK12A6D4FC1B4,country ,A Man Can Only Stand Just So Much Pain (Bonus Track)-Tony Joe White
2050,SOSGFCZ12AB0188410,country ,If I Ever Saw A Good Thing (Album Version)-Tony Joe White
2051,SOPJHMG12A6D4FA978,country ,Menutha-Tony Joe White
2052,SOOWOMX12AB018844A,country ,Ol' Mother Earth (Album Version)-Tony Joe White
2053,SOCFLRO12A6D4FA981,country ,Yo Yo Man (Garter Belt)-Tony Joe White
2054,SOPUCKL12A6D4FB5A6,country ,The Coloness Of The Chain-Tony Joe White
2055,SOBKSMX12A6D4F9750,pop and chart ,Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix)-Hi-Tack
2056,SOARXSQ12A67020F78,90s alternative alternative rock ambient american américain dream pop grunge hard rock indie rock progressive rock rock rock and indie shoegaze united states usa ,Rocket-The Smashing Pumpkins
